input_size,kernel_size,bias,stride,padding,dilation,groups,time_cost
"[2, 2048, 64, 64]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01869797706604004
"[1, 3, 800, 895]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.00191497802734375
"[1, 2048, 42, 24]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.011524200439453125
"[1, 256, 12, 21]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.003204822540283203
"[1, 64, 14, 26]","[384, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031740665435791016
"[4, 144, 56, 56]","[144, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[144],0.0015873908996582031
"[2, 512, 100, 168]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009681463241577148
"[1, 258, 38, 25]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012268781661987305
"[4, 736, 7, 7]","[128, 736, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004973411560058594
"[1, 3, 768, 1344]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.001550436019897461
"[2, 256, 11, 7]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012227296829223633
"[1, 96, 8, 12]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.0036208629608154297
"[2, 256, 21, 13]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011647701263427734
"[1, 512, 24, 42]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01885819435119629
"[1, 128, 163, 160]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004677772521972656
"[1, 512, 25, 34]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01748967170715332
"[2, 256, 13, 21]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0058248043060302734
"[2, 256, 100, 140]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.007009029388427734
"[1, 256, 163, 160]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0036580562591552734
"[1, 1024, 68, 50]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.011628150939941406
"[4, 48, 56, 56]","[96, 48, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.001287698745727539
"[1, 512, 19, 19]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.036695003509521484
"[1, 256, 19, 13]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.004756450653076172
"[1, 512, 25, 34]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04257011413574219
"[1, 1024, 51, 48]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01761484146118164
"[1, 128, 208, 200]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004449129104614258
"[2, 256, 152, 100]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011134862899780273
"[4, 960, 7, 7]","[128, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006222724914550781
"[2, 768, 128, 128]","[768, 768, 3, 3]",[768],"[1, 1]","[1, 1]","[1, 1]",[1],0.08438491821289062
"[1, 64, 336, 192]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010033607482910156
"[2, 256, 13, 18]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.011965036392211914
"[1, 256, 48, 84]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00684666633605957
"[1, 1024, 50, 56]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00948953628540039
"[2, 1024, 50, 70]","[512, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009690999984741211
"[1, 256, 76, 50]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005822181701660156
"[1, 3, 300, 300]","[64, 3, 3, 3]",[64],"[1, 1]","[1, 1]","[1, 1]",[1],0.0021576881408691406
"[2, 256, 50, 76]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0054988861083984375
"[1, 128, 88, 76]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0051670074462890625
"[2, 1024, 84, 50]","[512, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009816169738769531
"[1, 256, 50, 68]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015320777893066406
"[32, 32, 32, 24]","[128, 32, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0016474723815917969
"[1, 512, 100, 112]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0028722286224365234
"[1, 256, 100, 160]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018033981323242188
"[4, 512, 7, 7]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017776966094970703
"[1, 64, 235, 176]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.002488851547241211
"[1, 512, 104, 100]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0038547515869140625
"[1, 256, 100, 136]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01182246208190918
"[2, 512, 152, 100]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.00979471206665039
"[4, 192, 14, 14]","[64, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014910697937011719
"[2, 256, 50, 78]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005448341369628906
"[1, 3, 939, 704]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0009589195251464844
"[2, 32, 256, 256]","[64, 32, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0012445449829101562
"[1, 128, 100, 160]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0037097930908203125
"[1, 64, 192, 336]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003701448440551758
"[32, 128, 24, 80]","[256, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.008527517318725586
"[2, 512, 168, 100]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011578083038330078
"[2, 256, 152, 100]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.005234479904174805
"[2, 512, 34, 25]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01952648162841797
"[1, 512, 50, 76]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03861808776855469
"[2, 64, 128, 128]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005744457244873047
"[1, 256, 138, 120]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014133453369140625
"[4, 480, 14, 14]","[80, 480, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001583099365234375
"[4, 128, 56, 56]","[256, 128, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.006148576736450195
"[2, 1024, 76, 50]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.035820960998535156
"[32, 256, 12, 40]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.014925479888916016
"[2, 560, 128, 128]","[560, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[560],0.003871917724609375
"[16, 128, 64, 64]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0020406246185302734
"[1, 256, 76, 50]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014309883117675781
"[4, 1152, 7, 7]","[192, 1152, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00484156608581543
"[1, 256, 19, 19]","[512, 256, 3, 3]",[512],"[2, 2]","[1, 1]","[1, 1]",[1],0.020314931869506836
"[2, 512, 128, 128]","[150, 512, 1, 1]",[150],"[1, 1]","[0, 0]","[1, 1]",[1],0.004488229751586914
"[1, 96, 16, 24]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011599063873291016
"[2, 256, 38, 25]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013661384582519531
"[2, 3, 512, 512]","[768, 3, 16, 16]",[768],"[16, 16]","[0, 0]","[1, 1]",[1],0.012094259262084961
"[1, 64, 168, 193]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018405914306640625
"[1, 256, 50, 76]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.03379535675048828
"[32, 64, 64, 48]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002668619155883789
"[1, 320, 7, 13]","[1280, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007881402969360352
"[1, 192, 40, 52]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018761157989501953
"[1, 512, 51, 48]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.038040876388549805
"[2, 2048, 25, 34]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.020292043685913086
"[1, 128, 200, 296]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006958961486816406
"[2, 256, 25, 38]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.002030611038208008
"[2, 256, 76, 50]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010949134826660156
"[4, 960, 14, 14]","[128, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00543665885925293
"[2, 256, 76, 50]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010465860366821289
"[2, 256, 17, 13]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.011815071105957031
"[1, 2048, 24, 42]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018567323684692383
"[1, 192, 32, 48]","[32, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018463134765625
"[5, 256, 14, 14]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011084794998168945
"[2, 2048, 3, 3]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.020161151885986328
"[2, 512, 32, 32]","[256, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.021512746810913086
"[1, 3, 800, 1280]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.004021883010864258
"[2, 128, 136, 100]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0043849945068359375
"[8, 256, 32, 24]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.012186527252197266
"[1, 1024, 76, 50]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.012634992599487305
"[2, 64, 128, 128]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.002011537551879883
"[2, 256, 136, 100]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004982471466064453
"[2, 512, 64, 64]","[150, 512, 1, 1]",[150],"[1, 1]","[0, 0]","[1, 1]",[1],0.005383491516113281
"[1, 256, 21, 12]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010802030563354492
"[1, 512, 21, 25]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03677868843078613
"[1, 1024, 50, 80]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.010150909423828125
"[4, 256, 40, 40]","[64, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004167318344116211
"[1, 64, 24, 26]","[384, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0035316944122314453
"[2, 512, 100, 136]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009582996368408203
"[1, 256, 120, 137]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003829479217529297
"[2, 16, 128, 128]","[2, 16, 1, 1]",[2],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018382072448730469
"[1, 1024, 48, 84]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0335545539855957
"[1, 512, 100, 152]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.008452177047729492
"[2, 64, 304, 200]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0018911361694335938
"[4, 672, 14, 14]","[112, 672, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002988100051879883
"[1, 96, 14, 26]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004537820816040039
"[2, 512, 100, 156]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0038299560546875
"[2, 512, 100, 140]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003517627716064453
"[18, 256, 14, 14]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.013822555541992188
"[4, 96, 1, 1]","[4, 96, 1, 1]",[4],"[1, 1]","[0, 0]","[1, 1]",[1],0.004424333572387695
"[1, 16, 128, 192]","[96, 16, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014202594757080078
"[1, 2048, 25, 34]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01792311668395996
"[2, 256, 32, 32]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007444620132446289
"[2, 64, 200, 336]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001146078109741211
"[1, 128, 3, 3]","[256, 128, 3, 3]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.006305217742919922
"[4, 192, 28, 28]","[192, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[192],0.0008060932159423828
"[1, 512, 24, 30]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0412442684173584
"[2, 64, 200, 272]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005420207977294922
"[2, 256, 13, 21]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.002446413040161133
"[2, 512, 32, 32]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.037401437759399414
"[1, 512, 22, 23]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.02213144302368164
"[1, 2048, 25, 38]","[256, 2048, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.07295465469360352
"[1, 64, 200, 304]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008297443389892578
"[4, 144, 28, 28]","[40, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017728805541992188
"[4, 1152, 7, 7]","[320, 1152, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007605075836181641
"[1, 256, 13, 17]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.028077363967895508
"[2, 256, 32, 32]","[150, 256, 1, 1]",[150],"[1, 1]","[0, 0]","[1, 1]",[1],0.004873991012573242
"[1, 320, 10, 13]","[96, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0030977725982666016
"[2, 512, 168, 100]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002976655960083008
"[2, 256, 25, 35]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.011060237884521484
"[4, 480, 18, 18]","[480, 1, 5, 5]",[False],"[1, 1]","[0, 0]","[1, 1]",[480],0.004479885101318359
"[1, 64, 150, 150]","[128, 64, 3, 3]",[128],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033419132232666016
"[1, 96, 200, 304]","[256, 96, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.003322601318359375
"[1, 512, 88, 76]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010503053665161133
"[4, 2048, 1, 1]","[128, 2048, 1, 1]",[128],"[1, 1]","[0, 0]","[1, 1]",[1],0.006339311599731445
"[1, 96, 24, 26]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004851818084716797
"[1, 3, 806, 768]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0019016265869140625
"[1, 256, 68, 50]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010743141174316406
"[2, 256, 9, 7]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011594295501708984
"[4, 144, 28, 28]","[32, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0008168220520019531
"[1, 256, 100, 152]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0012145042419433594
"[4, 576, 7, 7]","[128, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0025644302368164062
"[1, 64, 163, 160]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014379024505615234
"[2, 256, 38, 25]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011203289031982422
"[4, 256, 56, 56]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014500617980957031
"[4, 48, 112, 112]","[48, 48, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.001085042953491211
"[1, 512, 96, 120]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027484893798828125
"[1, 256, 5, 5]","[128, 256, 1, 1]",[128],"[1, 1]","[0, 0]","[1, 1]",[1],0.004353046417236328
"[2, 512, 34, 25]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03696870803833008
"[1, 384, 24, 26]","[64, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00726318359375
"[2, 256, 100, 168]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011334419250488281
"[1, 256, 100, 136]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0037207603454589844
"[1, 960, 10, 13]","[960, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[960],0.0017206668853759766
"[1, 1024, 50, 68]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00653386116027832
"[2, 64, 200, 312]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017855167388916016
"[1, 512, 100, 152]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0037288665771484375
"[4, 192, 14, 14]","[192, 192, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0068607330322265625
"[1, 192, 28, 52]","[192, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[192],0.001744985580444336
"[1, 256, 208, 200]","[1296, 256, 1, 1]",[1296],"[1, 1]","[0, 0]","[1, 1]",[1],0.007465362548828125
"[1, 256, 168, 96]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010348796844482422
"[1, 256, 200, 224]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.00552678108215332
"[1, 64, 304, 200]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0017611980438232422
"[1, 256, 48, 60]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0053272247314453125
"[4, 464, 7, 7]","[1024, 464, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008567571640014648
"[1, 256, 7, 9]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.02680826187133789
"[2, 256, 11, 7]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.00888371467590332
"[1, 256, 21, 12]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.008126020431518555
"[2, 256, 68, 50]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011604547500610352
"[4, 608, 14, 14]","[128, 608, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0044519901275634766
"[4, 24, 56, 56]","[144, 24, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012972354888916016
"[2, 256, 32, 32]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01041865348815918
"[8, 128, 64, 48]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006309986114501953
"[1, 256, 200, 296]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.00701904296875
"[1, 512, 168, 96]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0035889148712158203
"[1, 256, 200, 304]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0029442310333251953
"[2, 512, 100, 136]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.005675792694091797
"[16, 64, 128, 128]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.002907991409301758
"[1, 256, 304, 200]","[1296, 256, 1, 1]",[1296],"[1, 1]","[0, 0]","[1, 1]",[1],0.0068743228912353516
"[1, 512, 48, 84]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.040374040603637695
"[1, 1024, 76, 50]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03878617286682129
"[1, 512, 100, 148]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006023406982421875
"[1, 256, 50, 76]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011619806289672852
"[1, 64, 192, 336]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018150806427001953
"[2, 64, 336, 200]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0037810802459716797
"[2, 512, 25, 35]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018371105194091797
"[4, 640, 7, 7]","[128, 640, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004781007766723633
"[4, 3, 224, 224]","[96, 3, 4, 4]",[96],"[4, 4]","[0, 0]","[1, 1]",[1],0.0019490718841552734
"[1, 512, 10, 10]","[128, 512, 1, 1]",[128],"[1, 1]","[0, 0]","[1, 1]",[1],0.002891063690185547
"[4, 128, 28, 28]","[32, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001561880111694336
"[1, 96, 20, 26]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011608600616455078
"[1, 256, 13, 17]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011610984802246094
"[2, 256, 10, 7]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0043926239013671875
"[2, 256, 9, 7]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0031316280364990234
"[2, 64, 200, 280]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002070188522338867
"[1, 1024, 48, 84]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0059359073638916016
"[1, 128, 120, 137]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006276607513427734
"[2, 3, 128, 128]","[64, 3, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001447439193725586
"[1, 256, 38, 25]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013570785522460938
"[4, 128, 80, 80]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00359344482421875
"[1, 256, 7, 10]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.029264211654663086
"[2, 256, 64, 64]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.014569759368896484
"[2, 128, 32, 32]","[256, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.007901668548583984
"[4, 96, 112, 112]","[96, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[96],0.0013782978057861328
"[4, 480, 14, 14]","[128, 480, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004184722900390625
"[2, 256, 13, 19]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.002345561981201172
"[4, 6, 1, 1]","[144, 6, 1, 1]",[144],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010013580322265625
"[2, 64, 200, 312]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0008466243743896484
"[1, 2048, 24, 42]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.009667396545410156
"[2, 512, 168, 100]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003921031951904297
"[2, 2048, 25, 39]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.020792484283447266
