{'item_0': [38, 164], 'item_1': 164, 'item_2': 1, 'time_cost': '2.0527992248535156'}-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       aten::empty_like         0.92%      29.000us         1.43%      45.000us      22.500us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       2.00 Kb           0 b             2  
                                               aten::to         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                 cudaDeviceGetAttribute         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             3  
                                    cudaPeekAtLastError         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             4  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.03%       1.000us         0.03%       1.000us       1.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                           aten::select         0.38%      12.000us         0.38%      12.000us      12.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             aten::item         0.63%      20.000us         5.62%     177.000us      88.500us       0.000us         0.00%       2.000us       1.000us           0 b           0 b           0 b           0 b             2  
                                        cudaMemcpyAsync         4.54%     143.000us         4.54%     143.000us      71.500us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                                  cudaStreamSynchronize         0.16%       5.000us         0.16%       5.000us       2.500us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                                          aten::resize_         0.22%       7.000us         0.22%       7.000us       7.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       1.12 Mb       1.12 Mb             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      -1.12 Mb      -1.12 Mb             1  
                                  cudaDeviceSynchronize         0.16%       5.000us         0.16%       5.000us       5.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 3.152ms
Self CUDA time total: 19.000us

{'item_0': [43, 160], 'item_1': 160, 'item_2': 1, 'time_cost': '0.0030074119567871094'}-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     aten::index_select         1.11%      33.000us         1.65%      49.000us      49.000us      17.000us        51.52%      17.000us      17.000us           0 b           0 b       8.40 Mb           0 b             1  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      17.000us        51.52%      17.000us      17.000us           0 b           0 b           0 b           0 b             1  
                                            aten::copy_         0.64%      19.000us         1.25%      37.000us      18.500us       4.000us        12.12%       4.000us       2.000us           0 b           0 b           0 b           0 b             2  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.000us        12.12%       4.000us       2.000us           0 b           0 b           0 b           0 b             2  
                                              aten::all         0.88%      26.000us         1.15%      34.000us      34.000us       3.000us         9.09%       3.000us       3.000us           0 b           0 b         512 b         512 b             1  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       3.000us         9.09%       3.000us       3.000us           0 b           0 b           0 b           0 b             1  
                                aten::repeat_interleave         6.97%     207.000us       119.27%       3.540ms       1.770ms       2.000us         6.06%      48.000us      24.000us           0 b           0 b       8.59 Mb    -204.50 Kb             2  
                                           aten::cumsum         2.16%      64.000us         4.75%     141.000us     141.000us       2.000us         6.06%       4.000us       4.000us           0 b           0 b       1.50 Kb           0 b             1  
                              aten::_local_scalar_dense         0.30%       9.000us         4.35%     129.000us      64.500us       2.000us         6.06%       2.000us       1.000us           0 b           0 b           0 b           0 b             2  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       2.000us         6.06%       2.000us       1.000us           0 b           0 b           0 b           0 b             2  
                                               aten::ge         0.74%      22.000us         1.01%      30.000us      30.000us       2.000us         6.06%       2.000us       2.000us           0 b           0 b         512 b         512 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.000us         6.06%       2.000us       2.000us           0 b           0 b           0 b           0 b             1  
void compute_cuda_kernel<long>(long*, long*, long*, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.000us         6.06%       2.000us       2.000us           0 b           0 b           0 b           0 b             1  
                                            aten::fill_         0.47%      14.000us        68.23%       2.025ms       2.025ms       1.000us         3.03%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         3.03%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
void at::cuda::detail::cub::DeviceScanInitKernel<at:...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         3.03%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
void at::cuda::detail::cub::DeviceScanKernel<at::cud...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         3.03%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
                                            aten::empty         7.11%     211.000us         7.11%     211.000us      42.200us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     203.50 Kb     203.50 Kb             5  
                                       cudaLaunchKernel        69.74%       2.070ms        69.74%       2.070ms     230.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             9  
                                          aten::reshape         0.40%      12.000us         0.57%      17.000us      17.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                   aten::_reshape_alias         0.17%       5.000us         0.17%       5.000us       5.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                           aten::expand         0.47%      14.000us         0.51%      15.000us      15.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                       aten::as_strided         0.10%       3.000us         0.10%       3.000us       1.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             3  
                                       aten::contiguous         0.71%      21.000us         4.95%     147.000us      73.500us       0.000us         0.00%       4.000us       2.000us           0 b           0 b       3.00 Kb           0 b             2  
                                            aten::clone         1.55%      46.000us         4.25%     126.000us      63.000us       0.000us         0.00%       4.000us       2.000us           0 b           0 b       3.00 Kb           0 b             2  
                                       aten::empty_like         0.94%      28.000us         1.45%      43.000us      21.500us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       3.00 Kb           0 b             2  
                                               aten::to         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                 cudaDeviceGetAttribute         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             3  
                                    cudaPeekAtLastError         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             4  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.03%       1.000us         0.03%       1.000us       1.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                           aten::select         0.40%      12.000us         0.44%      13.000us      13.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             aten::item         0.71%      21.000us         5.05%     150.000us      75.000us       0.000us         0.00%       2.000us       1.000us           0 b           0 b           0 b           0 b             2  
                                        cudaMemcpyAsync         3.87%     115.000us         3.87%     115.000us      57.500us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                                  cudaStreamSynchronize         0.17%       5.000us         0.17%       5.000us       2.500us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                                          aten::resize_         0.20%       6.000us         0.20%       6.000us       6.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       8.40 Mb       8.40 Mb             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      -8.40 Mb      -8.40 Mb             1  
                                  cudaDeviceSynchronize         0.13%       4.000us         0.13%       4.000us       4.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.968ms
Self CUDA time total: 33.000us

{'item_0': [1, 1, 2, 6, 7], 'item_1': 9, 'item_2': 1, 'time_cost': '0.002759695053100586'}-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                     aten::index_select         1.22%      33.000us         1.80%      49.000us      49.000us       5.000us        33.33%       5.000us       5.000us           0 b           0 b       6.00 Kb           0 b             1  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       5.000us        33.33%       5.000us       5.000us           0 b           0 b           0 b           0 b             1  
                                           aten::cumsum         1.84%      50.000us         2.43%      66.000us      66.000us       3.000us        20.00%       3.000us       3.000us           0 b           0 b         512 b         512 b             1  
                              aten::_local_scalar_dense         0.41%      11.000us         4.12%     112.000us      37.333us       3.000us        20.00%       3.000us       1.000us           0 b           0 b           0 b           0 b             3  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       3.000us        20.00%       3.000us       1.000us           0 b           0 b           0 b           0 b             3  
                                            aten::fill_         0.70%      19.000us        74.45%       2.022ms       1.011ms       2.000us        13.33%       2.000us       1.000us           0 b           0 b           0 b           0 b             2  
void at::cuda::detail::cub::DeviceScanKernel<at::cud...         0.00%       0.000us         0.00%       0.000us       0.000us       2.000us        13.33%       2.000us       2.000us           0 b           0 b           0 b           0 b             1  
                                aten::repeat_interleave         7.07%     192.000us       114.87%       3.120ms       1.560ms       1.000us         6.67%      24.000us      12.000us           0 b           0 b       6.50 Kb      -2.50 Kb             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         6.67%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
void at::cuda::detail::cub::DeviceScanInitKernel<at:...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         6.67%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
                                               aten::ge         0.96%      26.000us         1.25%      34.000us      34.000us       1.000us         6.67%       1.000us       1.000us           0 b           0 b         512 b         512 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         6.67%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         6.67%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
void compute_cuda_kernel<long>(long*, long*, long*, ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000us         6.67%       1.000us       1.000us           0 b           0 b           0 b           0 b             1  
                                            aten::empty         4.64%     126.000us         4.64%     126.000us      42.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       1.00 Kb       1.00 Kb             3  
                                       cudaLaunchKernel        75.11%       2.040ms        75.11%       2.040ms     291.429us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             7  
                                          aten::reshape         0.52%      14.000us         0.66%      18.000us      18.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                   aten::_reshape_alias         0.15%       4.000us         0.15%       4.000us       4.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                           aten::expand         0.55%      15.000us         0.55%      15.000us      15.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                       aten::as_strided         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                                               aten::to         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                 cudaDeviceGetAttribute         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             3  
                                    cudaPeekAtLastError         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             4  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.04%       1.000us         0.04%       1.000us       1.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                           aten::select         0.48%      13.000us         0.48%      13.000us      13.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             aten::item         1.18%      32.000us         5.30%     144.000us      48.000us       0.000us         0.00%       3.000us       1.000us           0 b           0 b           0 b           0 b             3  
                                        cudaMemcpyAsync         3.50%      95.000us         3.50%      95.000us      31.667us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             3  
                                  cudaStreamSynchronize         0.22%       6.000us         0.22%       6.000us       2.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             3  
                                              aten::all         1.07%      29.000us         2.72%      74.000us      74.000us       0.000us         0.00%       2.000us       2.000us           0 b           0 b         512 b         512 b             1  
                                          aten::resize_         0.22%       6.000us         0.22%       6.000us       6.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b       6.00 Kb       6.00 Kb             1  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b      -6.00 Kb      -6.00 Kb             1  
                                  cudaDeviceSynchronize         0.15%       4.000us         0.15%       4.000us       4.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.716ms
Self CUDA time total: 15.000us

